[2021-01-22T14:25:52.450Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:21.992Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:21.996Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:21.997Z] %c action     color: #03A9F4; font-weight: bold {"type":"GO_TO_PRODUCT_TOUR_NEXT_STEP","payload":"SELECT_TRIGGER"} 
,[2021-01-22T14:26:21.997Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:23.851Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:23.852Z] %c action     color: #03A9F4; font-weight: bold {"type":"GO_TO_PRODUCT_TOUR_NEXT_STEP","payload":"CONFIG_HTTP_PATH"} 
,[2021-01-22T14:26:23.853Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.726Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.727Z] %c action     color: #03A9F4; font-weight: bold {"type":"DIAGRAM_PAN_LOCATION","payload":{"appId":"3328","panX":0,"panY":0}} 
,[2021-01-22T14:26:25.728Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.735Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.737Z] %c action     color: #03A9F4; font-weight: bold {"type":"DIAGRAM_SYNTAX_TREE_MUTATION_START","meta":{"id":"af1724f1-2a03-40df-b94d-4bbc87246b6f"}} 
,[2021-01-22T14:26:25.738Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.749Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:25.750Z] %c action     color: #03A9F4; font-weight: bold {"type":"GO_TO_PRODUCT_TOUR_NEXT_STEP","payload":"CONFIG_SAVE"} 
,[2021-01-22T14:26:25.752Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.305Z] LANG CLIENT ON MESSAGE :  "{\"jsonrpc\":\"2.0\",\"id\":3,\"result\":{\"syntaxTree\":{\"imports\":[{\"kind\":\"ImportDeclaration\",\"importKeyword\":{\"kind\":\"ImportKeyword\",\"isToken\":true,\"value\":\"import\",\"position\":{\"startLine\":0,\"startColumn\":0,\"endLine\":0,\"endColumn\":6}},\"orgName\":{\"kind\":\"ImportOrgName\",\"orgName\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"ballerina\",\"position\":{\"startLine\":0,\"startColumn\":7,\"endLine\":0,\"endColumn\":16}},\"slashToken\":{\"kind\":\"SlashToken\",\"isToken\":true,\"value\":\"/\",\"position\":{\"startLine\":0,\"startColumn\":16,\"endLine\":0,\"endColumn\":17}},\"source\":\"ballerina/\",\"position\":{\"startLine\":0,\"startColumn\":7,\"endLine\":0,\"endColumn\":17},\"typeData\":{\"symbol\":{\"name\":\"http\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"kind\":\"MODULE\"},\"diagnostics\":[]}},\"moduleName\":[{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"http\",\"position\":{\"startLine\":0,\"startColumn\":17,\"endLine\":0,\"endColumn\":21}}],\"semicolon\":{\"kind\":\"SemicolonToken\",\"isToken\":true,\"value\":\";\",\"position\":{\"startLine\":0,\"startColumn\":21,\"endLine\":0,\"endColumn\":22}},\"source\":\"import ballerina/http;\\n\",\"position\":{\"startLine\":0,\"startColumn\":0,\"endLine\":0,\"endColumn\":22},\"typeData\":{\"diagnostics\":[]}}],\"members\":[{\"kind\":\"ServiceDeclaration\",\"qualifiers\":[],\"serviceKeyword\":{\"kind\":\"ServiceKeyword\",\"isToken\":true,\"value\":\"service\",\"position\":{\"startLine\":2,\"startColumn\":0,\"endLine\":2,\"endColumn\":7}},\"absoluteResourcePath\":[],\"onKeyword\":{\"kind\":\"OnKeyword\",\"isToken\":true,\"value\":\"on\",\"position\":{\"startLine\":2,\"startColumn\":8,\"endLine\":2,\"endColumn\":10}},\"expressions\":[{\"kind\":\"ExplicitNewExpression\",\"newKeyword\":{\"kind\":\"NewKeyword\",\"isToken\":true,\"value\":\"new\",\"position\":{\"startLine\":2,\"startColumn\":11,\"endLine\":2,\"endColumn\":14}},\"typeDescriptor\":{\"kind\":\"QualifiedNameReference\",\"modulePrefix\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"http\",\"position\":{\"startLine\":2,\"startColumn\":15,\"endLine\":2,\"endColumn\":19}},\"colon\":{\"kind\":\"ColonToken\",\"isToken\":true,\"value\":\":\",\"position\":{\"startLine\":2,\"startColumn\":19,\"endLine\":2,\"endColumn\":20}},\"identifier\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"Listener\",\"position\":{\"startLine\":2,\"startColumn\":20,\"endLine\":2,\"endColumn\":28}},\"source\":\"http:Listener\",\"position\":{\"startLine\":2,\"startColumn\":15,\"endLine\":2,\"endColumn\":28},\"typeData\":{\"typeSymbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"symbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"diagnostics\":[]}},\"parenthesizedArgList\":{\"kind\":\"ParenthesizedArgList\",\"openParenToken\":{\"kind\":\"OpenParenToken\",\"isToken\":true,\"value\":\"(\",\"position\":{\"startLine\":2,\"startColumn\":28,\"endLine\":2,\"endColumn\":29}},\"arguments\":[{\"kind\":\"PositionalArg\",\"expression\":{\"kind\":\"NumericLiteral\",\"literalToken\":{\"kind\":\"DecimalIntegerLiteralToken\",\"isToken\":true,\"value\":\"8090\",\"position\":{\"startLine\":2,\"startColumn\":29,\"endLine\":2,\"endColumn\":33}},\"source\":\"8090\",\"position\":{\"startLine\":2,\"startColumn\":29,\"endLine\":2,\"endColumn\":33},\"typeData\":{\"typeSymbol\":{\"name\":\"int\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"lang.annotations\",\"version\":\"1.0.0\"},\"typeKind\":\"int\",\"kind\":\"TYPE\",\"signature\":\"int\"},\"symbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"diagnostics\":[]}},\"source\":\"8090\",\"position\":{\"startLine\":2,\"startColumn\":29,\"endLine\":2,\"endColumn\":33},\"typeData\":{\"typeSymbol\":{\"name\":\"int\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"lang.annotations\",\"version\":\"1.0.0\"},\"typeKind\":\"int\",\"kind\":\"TYPE\",\"signature\":\"int\"},\"symbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"diagnostics\":[]}}],\"closeParenToken\":{\"kind\":\"CloseParenToken\",\"isToken\":true,\"value\":\")\",\"position\":{\"startLine\":2,\"startColumn\":33,\"endLine\":2,\"endColumn\":34}},\"source\":\"(8090) \",\"position\":{\"startLine\":2,\"startColumn\":28,\"endLine\":2,\"endColumn\":34},\"typeData\":{\"typeSymbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"symbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"diagnostics\":[]}},\"source\":\"new http:Listener(8090) \",\"position\":{\"startLine\":2,\"startColumn\":11,\"endLine\":2,\"endColumn\":34},\"typeData\":{\"typeSymbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"symbol\":{\"name\":\"Listener\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"typeKind\":\"typeReference\",\"kind\":\"TYPE\",\"signature\":\"ballerina/http:1.0.4:Listener\"},\"diagnostics\":[]}}],\"openBraceToken\":{\"kind\":\"OpenBraceToken\",\"isToken\":true,\"value\":\"{\",\"position\":{\"startLine\":2,\"startColumn\":35,\"endLine\":2,\"endColumn\":36}},\"members\":[{\"kind\":\"ResourceAccessorDefinition\",\"qualifierList\":[{\"kind\":\"ResourceKeyword\",\"isToken\":true,\"value\":\"resource\",\"position\":{\"startLine\":3,\"startColumn\":4,\"endLine\":3,\"endColumn\":12}}],\"functionKeyword\":{\"kind\":\"FunctionKeyword\",\"isToken\":true,\"value\":\"function\",\"position\":{\"startLine\":3,\"startColumn\":13,\"endLine\":3,\"endColumn\":21}},\"functionName\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"get\",\"position\":{\"startLine\":3,\"startColumn\":22,\"endLine\":3,\"endColumn\":25}},\"relativeResourcePath\":[{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"hello\",\"position\":{\"startLine\":3,\"startColumn\":26,\"endLine\":3,\"endColumn\":31}}],\"functionSignature\":{\"kind\":\"FunctionSignature\",\"openParenToken\":{\"kind\":\"OpenParenToken\",\"isToken\":true,\"value\":\"(\",\"position\":{\"startLine\":3,\"startColumn\":31,\"endLine\":3,\"endColumn\":32}},\"parameters\":[{\"kind\":\"RequiredParam\",\"annotations\":[],\"typeName\":{\"kind\":\"QualifiedNameReference\",\"modulePrefix\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"http\",\"position\":{\"startLine\":3,\"startColumn\":32,\"endLine\":3,\"endColumn\":36}},\"colon\":{\"kind\":\"ColonToken\",\"isToken\":true,\"value\":\":\",\"position\":{\"startLine\":3,\"startColumn\":36,\"endLine\":3,\"endColumn\":37}},\"identifier\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"Caller\",\"position\":{\"startLine\":3,\"startColumn\":37,\"endLine\":3,\"endColumn\":43}},\"source\":\"http:Caller \",\"position\":{\"startLine\":3,\"startColumn\":32,\"endLine\":3,\"endColumn\":43},\"typeData\":{\"symbol\":{\"name\":\"http\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"kind\":\"MODULE\"},\"diagnostics\":[]}},\"paramName\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"caller\",\"position\":{\"startLine\":3,\"startColumn\":44,\"endLine\":3,\"endColumn\":50}},\"source\":\"http:Caller caller\",\"position\":{\"startLine\":3,\"startColumn\":32,\"endLine\":3,\"endColumn\":50},\"typeData\":{\"isEndpoint\":true,\"symbol\":{\"name\":\"http\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"kind\":\"MODULE\"},\"diagnostics\":[]}},{\"kind\":\"CommaToken\",\"isToken\":true,\"value\":\",\",\"position\":{\"startLine\":3,\"startColumn\":50,\"endLine\":3,\"endColumn\":51}},{\"kind\":\"RequiredParam\",\"annotations\":[],\"typeName\":{\"kind\":\"QualifiedNameReference\",\"modulePrefix\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"http\",\"position\":{\"startLine\":3,\"startColumn\":52,\"endLine\":3,\"endColumn\":56}},\"colon\":{\"kind\":\"ColonToken\",\"isToken\":true,\"value\":\":\",\"position\":{\"startLine\":3,\"startColumn\":56,\"endLine\":3,\"endColumn\":57}},\"identifier\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"Request\",\"position\":{\"startLine\":3,\"startColumn\":57,\"endLine\":3,\"endColumn\":64}},\"source\":\"http:Request \",\"position\":{\"startLine\":3,\"startColumn\":52,\"endLine\":3,\"endColumn\":64},\"typeData\":{\"symbol\":{\"name\":\"http\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"kind\":\"MODULE\"},\"diagnostics\":[]}},\"paramName\":{\"kind\":\"IdentifierToken\",\"isToken\":true,\"value\":\"req\",\"position\":{\"startLine\":3,\"startColumn\":65,\"endLine\":3,\"endColumn\":68}},\"source\":\"http:Request req\",\"position\":{\"startLine\":3,\"startColumn\":52,\"endLine\":3,\"endColumn\":68},\"typeData\":{\"symbol\":{\"name\":\"http\",\"moduleID\":{\"orgName\":\"ballerina\",\"moduleName\":\"http\",\"version\":\"1.0.4\"},\"kind\":\"MODULE\"},\"diagnostics\":[]}}],\"closeParenToken\":{\"kind\":\"CloseParenToken\",\"isToken\":true,\"value\":\")\",\"position\":{\"startLine\":3,\"startColumn\":68,\"endLine\":3,\"endColumn\":69}},\"source\":\"(http:Caller caller, http:Request req) \",\"position\":{\"startLine\":3,\"startColumn\":31,\"endLine\":3,\"endColumn\":69},\"typeData\":{\"diagnostics\":[]}},\"functionBody\":{\"kind\":\"FunctionBodyBlock\",\"openBraceToken\":{\"kind\":\"OpenBraceToken\",\"isToken\":true,\"value\":\"{\",\"position\":{\"startLine\":3,\"startColumn\":70,\"endLine\":3,\"endColumn\":71}},\"statements\":[],\"closeBraceToken\":{\"kind\":\"CloseBraceToken\",\"isToken\":true,\"value\":\"}\",\"position\":{\"startLine\":5,\"startColumn\":4,\"endLine\":5,\"endColumn\":5}},\"source\":\"{\\n\\n    }\\n\",\"position\":{\"startLine\":3,\"startColumn\":70,\"endLine\":5,\"endColumn\":5},\"typeData\":{\"diagnostics\":[]},\"VisibleEndpoints\":[{\"name\":\"caller\",\"isCaller\":true,\"typeName\":\"Caller\",\"orgName\":\"ballerina\",\"moduleName\":\"http\"}]},\"source\":\"    resource function get hello(http:Caller caller, http:Request req) {\\n\\n    }\\n\",\"position\":{\"startLine\":3,\"startColumn\":4,\"endLine\":5,\"endColumn\":5},\"typeData\":{\"diagnostics\":[]}}],\"closeBraceToken\":{\"kind\":\"CloseBraceToken\",\"isToken\":true,\"value\":\"}\",\"position\":{\"startLine\":6,\"startColumn\":0,\"endLine\":6,\"endColumn\":1}},\"source\":\"\\nservice on new http:Listener(8090) {\\n    resource function get hello(http:Caller caller, http:Request req) {\\n\\n    }\\n}\\n\",\"position\":{\"startLine\":2,\"startColumn\":0,\"endLine\":6,\"endColumn\":1},\"typeData\":{\"diagnostics\":[]}}],\"eofToken\":{\"kind\":\"EofToken\",\"isToken\":true,\"value\":\"\",\"position\":{\"startLine\":7,\"startColumn\":0,\"endLine\":7,\"endColumn\":0}},\"source\":\"import ballerina/http;\\n\\nservice on new http:Listener(8090) {\\n    resource function get hello(http:Caller caller, http:Request req) {\\n\\n    }\\n}\\n\",\"kind\":\"ModulePart\",\"position\":{\"startLine\":0,\"startColumn\":0,\"endLine\":6,\"endColumn\":1},\"typeData\":{\"diagnostics\":[]}},\"source\":\"import ballerina/http;\\n\\nservice on new http:Listener(8090) {\\n    resource function get hello(http:Caller caller, http:Request req) {\\n\\n    }\\n}\\n\",\"parseSuccess\":true}}" 
,[2021-01-22T14:26:26.332Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.334Z] %c action     color: #03A9F4; font-weight: bold {"type":"FILE_SAVE_SUCCESS","payload":{"type":"file","path":"/apps/choreouser/sampleapi-nhmq4/project/choreo.bal","size":"142","content":"aW1wb3J0IGJhbGxlcmluYS9odHRwOwoKc2VydmljZSBvbiBuZXcgaHR0cDpMaXN0ZW5lcig4MDkwKSB7CiAgICByZXNvdXJjZSBmdW5jdGlvbiBnZXQgaGVsbG8oaHR0cDpDYWxsZXIgY2FsbGVyLCBodHRwOlJlcXVlc3QgcmVxKSB7CgogICAgfQp9Cg==","files":[]}} 
,[2021-01-22T14:26:26.336Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.368Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.369Z] %c action     color: #03A9F4; font-weight: bold {"type":"APP_PATCH_START"} 
,[2021-01-22T14:26:26.371Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.479Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.480Z] %c action     color: #03A9F4; font-weight: bold {"type":"APP_PATCH_SUCCES","payload":{"id":"3328","name":"sampleapi-nhmq4","organizationId":"1114","org":"choreouser","displayName":"sampleapi-nhmq4","displayType":"API","gitRemote":"https://github.com/integration-apps/choreouser-sampleapi-nhmq4.git","workingFile":"/apps/choreouser/sampleapi-nhmq4/project/choreo.bal","deployType":"Service","createdAt":"2021-01-22T14:26:04Z","observability":{}}} 
,[2021-01-22T14:26:26.481Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.482Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.483Z] %c action     color: #03A9F4; font-weight: bold {"type":"REAL_TIME_ANALYSIS_FETCH_START"} 
,[2021-01-22T14:26:26.484Z] %c next state color: #4CAF50; font-weight: bold [object Object] 
,[2021-01-22T14:26:26.587Z] %c prev state color: #9E9E9E; font-weight: bold [object Object] 
